label,xmin,ymin,xmax,ymax,image
Hard Hat,324,35,469,143,pos_269.jpg
Safety Vest,187,141,394,312,pos_269.jpg
Safety Vest,349,174,499,324,pos_269.jpg
Hard Hat,8,12,484,446,pos_527.jpg
Hard Hat,667,318,746,369,pos_241.jpg
Hard Hat,672,164,852,267,pos_241.jpg
Safety Vest,652,468,708,530,pos_241.jpg
Safety Vest,637,302,959,682,pos_241.jpg
Safety Vest,254,78,1009,1197,pos_255.jpg
Safety Vest,97,89,1114,1320,pos_533.jpg
Safety Vest,367,325,733,719,pos_1459.jpg
Safety Vest,110,192,398,443,pos_2150.jpg
Safety Vest,210,398,369,654,pos_2144.jpg
Safety Vest,558,352,809,642,pos_2144.jpg
Hard Hat,129,0,261,90,pos_1303.jpg
Safety Vest,123,69,719,781,pos_490.jpg
Safety Vest,681,184,1279,637,pos_1465.jpg
Safety Vest,890,530,979,673,pos_1471.jpg
Hard Hat,861,225,985,367,pos_1471.jpg
Safety Vest,376,371,634,538,pos_2178.jpg
Safety Vest,13,37,84,125,pos_484.jpg
Safety Vest,127,27,184,105,pos_484.jpg
Safety Vest,22,125,165,607,pos_484.jpg
Safety Vest,91,121,218,610,pos_484.jpg
Safety Vest,139,105,595,614,pos_484.jpg
Safety Vest,533,124,664,612,pos_484.jpg
Safety Vest,586,134,729,594,pos_484.jpg
Hard Hat,182,0,331,78,pos_1317.jpg
Safety Vest,98,34,540,454,pos_309.jpg
Hard Hat,98,20,315,188,pos_453.jpg
Safety Vest,27,6,227,329,pos_335.jpg
Safety Vest,83,0,607,648,pos_321.jpg
Safety Vest,68,26,285,327,pos_447.jpg
Safety Vest,626,275,683,333,pos_1883.jpg
Safety Vest,704,285,746,345,pos_1883.jpg
Safety Vest,788,286,840,344,pos_1883.jpg
Safety Vest,865,293,907,354,pos_1883.jpg
Hard Hat,16,23,492,388,pos_876.jpg
Hard Hat,213,123,257,155,pos_862.jpg
Hard Hat,32,33,294,215,pos_1129.jpg
Safety Vest,68,369,352,716,pos_1897.jpg
Safety Vest,653,173,1134,592,pos_1897.jpg
Safety Vest,247,224,528,520,pos_1667.jpg
Hard Hat,342,49,486,155,pos_1667.jpg
Hard Hat,165,94,191,114,pos_692.jpg
Hard Hat,285,94,311,113,pos_692.jpg
Hard Hat,152,183,200,218,pos_1101.jpg
Hard Hat,130,31,230,108,pos_1115.jpg
Hard Hat,300,103,357,141,pos_1115.jpg
Hard Hat,348,112,379,139,pos_1115.jpg
Hard Hat,472,122,498,142,pos_1115.jpg
Safety Vest,78,0,295,344,pos_686.jpg
Safety Vest,66,265,547,717,pos_1673.jpg
Hard Hat,350,32,611,190,pos_1673.jpg
Hard Hat,362,379,397,401,pos_1840.jpg
Hard Hat,798,352,833,373,pos_1840.jpg
Safety Vest,293,404,374,442,pos_1840.jpg
Safety Vest,818,375,895,423,pos_1840.jpg
Hard Hat,618,150,668,196,pos_1698.jpg
Hard Hat,390,264,433,305,pos_1698.jpg
Safety Vest,604,214,706,361,pos_1698.jpg
Safety Vest,417,280,518,388,pos_1698.jpg
Safety Vest,26,19,166,250,pos_679.jpg
Safety Vest,193,16,295,127,pos_679.jpg
Safety Vest,191,162,294,280,pos_679.jpg
Safety Vest,93,99,371,431,pos_16.jpg
Safety Vest,1,0,869,714,pos_1854.jpg
Hard Hat,102,77,403,256,pos_137.jpg
Safety Vest,48,2,241,292,pos_651.jpg
Hard Hat,292,62,329,92,pos_889.jpg
Hard Hat,232,146,263,192,pos_889.jpg
Safety Vest,162,28,549,658,pos_645.jpg
Safety Vest,384,452,453,547,pos_1868.jpg
Hard Hat,413,417,443,434,pos_1868.jpg
Hard Hat,542,390,578,413,pos_1868.jpg
Safety Vest,527,432,591,519,pos_1868.jpg
Safety Vest,3,13,344,342,pos_123.jpg
Hard Hat,609,0,896,170,pos_1688.jpg
Safety Vest,491,379,1018,719,pos_1688.jpg
Safety Vest,461,178,566,406,pos_1850.jpg
Safety Vest,667,193,798,373,pos_1850.jpg
Hard Hat,354,241,541,341,pos_12.jpg
Hard Hat,354,132,520,227,pos_12.jpg
Safety Vest,52,305,425,396,pos_12.jpg
Safety Vest,80,11,414,471,pos_669.jpg
Hard Hat,350,317,387,339,pos_1844.jpg
Hard Hat,803,296,840,320,pos_1844.jpg
Safety Vest,296,341,356,423,pos_1844.jpg
Safety Vest,826,321,891,393,pos_1844.jpg
Hard Hat,6,28,343,313,pos_127.jpg
Hard Hat,92,0,185,67,pos_899.jpg
Safety Vest,0,0,234,268,pos_641.jpg
Safety Vest,80,54,713,679,pos_655.jpg
Safety Vest,493,75,1250,624,pos_1878.jpg
Safety Vest,341,251,438,340,pos_1878.jpg
Safety Vest,223,241,324,332,pos_1878.jpg
Hard Hat,815,57,1156,483,pos_133.jpg
Hard Hat,428,285,643,576,pos_133.jpg
Hard Hat,326,265,480,401,pos_133.jpg
Hard Hat,222,441,381,668,pos_133.jpg
Hard Hat,332,388,488,601,pos_133.jpg
Safety Vest,260,333,382,467,pos_1893.jpg
Hard Hat,67,7,440,483,pos_866.jpg
Hard Hat,0,101,100,196,pos_872.jpg
Safety Vest,31,41,232,296,pos_872.jpg
Hard Hat,75,121,257,211,pos_1139.jpg
Safety Vest,70,126,506,516,pos_1887.jpg
Hard Hat,190,204,299,275,pos_1677.jpg
Hard Hat,755,315,819,370,pos_1677.jpg
Safety Vest,114,310,281,523,pos_1677.jpg
Safety Vest,674,370,811,481,pos_1677.jpg
Safety Vest,5,8,131,195,pos_682.jpg
Safety Vest,99,37,220,220,pos_682.jpg
Hard Hat,256,62,305,98,pos_1111.jpg
Hard Hat,418,164,477,196,pos_1111.jpg
Hard Hat,442,59,481,85,pos_1111.jpg
Hard Hat,301,75,318,94,pos_1111.jpg
Hard Hat,229,86,257,106,pos_1111.jpg
Hard Hat,98,68,132,88,pos_1111.jpg
Hard Hat,180,68,214,98,pos_1111.jpg
Hard Hat,63,0,331,200,pos_1105.jpg
Hard Hat,60,99,116,145,pos_696.jpg
Hard Hat,192,138,247,178,pos_696.jpg
Safety Vest,21,170,135,273,pos_696.jpg
Safety Vest,199,164,319,264,pos_696.jpg
Safety Vest,567,137,708,399,pos_1663.jpg
Safety Vest,874,214,1068,484,pos_1663.jpg
Hard Hat,957,102,1063,187,pos_1663.jpg
Hard Hat,633,32,752,148,pos_1663.jpg
Safety Vest,664,301,796,419,pos_2183.jpg
Safety Vest,795,290,948,477,pos_2183.jpg
Safety Vest,43,22,627,734,pos_319.jpg
Hard Hat,9,51,250,223,pos_443.jpg
Hard Hat,66,68,529,419,pos_325.jpg
Safety Vest,71,11,513,650,pos_331.jpg
Safety Vest,76,124,221,336,pos_457.jpg
Safety Vest,382,126,529,338,pos_457.jpg
Safety Vest,0,541,522,719,pos_1449.jpg
Safety Vest,645,356,1263,718,pos_1449.jpg
Safety Vest,155,307,502,718,pos_2140.jpg
Safety Vest,0,253,166,638,pos_2154.jpg
Hard Hat,178,107,289,184,pos_1313.jpg
Hard Hat,11,1,316,173,pos_480.jpg
Safety Vest,505,437,1206,719,pos_1475.jpg
Safety Vest,741,512,1218,718,pos_1461.jpg
Safety Vest,675,0,769,90,pos_2168.jpg
Hard Hat,684,379,944,594,pos_494.jpg
Hard Hat,191,558,449,750,pos_494.jpg
Hard Hat,229,378,353,519,pos_494.jpg
Hard Hat,277,332,355,398,pos_494.jpg
Hard Hat,418,288,451,308,pos_494.jpg
Hard Hat,467,328,503,355,pos_494.jpg
Hard Hat,562,343,624,377,pos_494.jpg
Hard Hat,329,331,367,356,pos_494.jpg
Hard Hat,871,400,998,488,pos_494.jpg
Hard Hat,146,4,220,66,pos_1307.jpg
Hard Hat,231,67,258,97,pos_1298.jpg
Hard Hat,35,114,850,570,pos_279.jpg
Safety Vest,128,11,588,703,pos_537.jpg
Safety Vest,5,3,363,467,pos_251.jpg
Hard Hat,19,8,585,445,pos_245.jpg
Safety Vest,436,376,2542,2895,pos_523.jpg
Safety Vest,19,303,436,718,pos_2034.jpg
Safety Vest,608,259,901,662,pos_2020.jpg
Safety Vest,0,56,326,718,pos_1529.jpg
Safety Vest,403,467,1279,718,pos_1529.jpg
Hard Hat,170,0,264,66,pos_1267.jpg
Safety Vest,294,210,553,551,pos_2008.jpg
Safety Vest,0,0,592,534,pos_292.jpg
Safety Vest,441,0,1279,718,pos_1501.jpg
Safety Vest,625,240,705,347,pos_1515.jpg
Hard Hat,185,86,1095,723,pos_286.jpg
Hard Hat,179,38,192,49,pos_1273.jpg
Hard Hat,146,53,191,92,pos_1273.jpg
Hard Hat,204,32,240,79,pos_1273.jpg
Safety Vest,132,264,440,715,pos_1924.jpg
Safety Vest,822,344,1112,718,pos_1924.jpg
Hard Hat,36,86,119,141,pos_709.jpg
Hard Hat,224,71,305,123,pos_709.jpg
Hard Hat,394,65,472,129,pos_709.jpg
Safety Vest,126,313,463,717,pos_1930.jpg
Safety Vest,830,207,1182,716,pos_1930.jpg
Safety Vest,519,350,671,496,pos_1918.jpg
Safety Vest,870,352,999,490,pos_1918.jpg
Hard Hat,141,18,218,62,pos_735.jpg
Hard Hat,55,103,93,154,pos_721.jpg
Hard Hat,302,142,312,148,pos_721.jpg
Hard Hat,17,34,117,225,pos_1059.jpg
Hard Hat,298,141,359,182,pos_912.jpg
Hard Hat,60,80,183,139,pos_906.jpg
Safety Vest,832,395,886,492,pos_1703.jpg
Safety Vest,886,361,958,457,pos_1703.jpg
Hard Hat,831,353,871,382,pos_1703.jpg
Hard Hat,891,313,935,345,pos_1703.jpg
Hard Hat,43,31,148,108,pos_1065.jpg
Hard Hat,234,36,493,187,pos_1071.jpg
Safety Vest,468,296,541,416,pos_1717.jpg
Safety Vest,571,306,642,422,pos_1717.jpg
Hard Hat,108,93,208,218,pos_1070.jpg
Hard Hat,32,154,128,231,pos_1070.jpg
Hard Hat,314,95,374,219,pos_1070.jpg
Hard Hat,239,145,310,212,pos_1070.jpg
Safety Vest,877,196,1025,418,pos_1716.jpg
Safety Vest,1140,208,1276,408,pos_1716.jpg
Hard Hat,807,288,858,318,pos_1702.jpg
Hard Hat,871,353,895,377,pos_1702.jpg
Safety Vest,801,340,885,443,pos_1702.jpg
Safety Vest,860,398,915,489,pos_1702.jpg
Hard Hat,151,64,218,123,pos_1064.jpg
Safety Vest,197,131,294,313,pos_1064.jpg
Hard Hat,26,187,58,208,pos_907.jpg
Hard Hat,73,178,102,198,pos_907.jpg
Hard Hat,441,172,458,183,pos_907.jpg
Hard Hat,86,13,424,266,pos_913.jpg
Hard Hat,185,25,305,117,pos_1058.jpg
Hard Hat,454,0,497,72,pos_1058.jpg
Hard Hat,203,26,288,116,pos_720.jpg
Safety Vest,450,103,1132,717,pos_1919.jpg
Hard Hat,391,44,499,204,pos_734.jpg
Hard Hat,386,187,497,333,pos_734.jpg
Hard Hat,381,332,498,396,pos_734.jpg
Hard Hat,271,191,376,322,pos_734.jpg
Hard Hat,271,322,380,397,pos_734.jpg
Hard Hat,177,188,268,311,pos_734.jpg
Hard Hat,191,0,277,82,pos_734.jpg
Hard Hat,179,295,274,397,pos_734.jpg
Hard Hat,95,301,182,396,pos_734.jpg
Hard Hat,111,80,188,188,pos_734.jpg
Hard Hat,117,0,197,79,pos_734.jpg
Hard Hat,50,2,117,98,pos_734.jpg
Hard Hat,0,1,60,106,pos_734.jpg
Hard Hat,0,107,54,205,pos_734.jpg
Hard Hat,47,99,117,202,pos_734.jpg
Hard Hat,104,189,188,292,pos_734.jpg
Hard Hat,37,200,111,298,pos_734.jpg
Hard Hat,1,199,51,292,pos_734.jpg
Hard Hat,32,296,111,395,pos_734.jpg
Hard Hat,0,300,48,394,pos_734.jpg
Safety Vest,76,226,325,717,pos_1931.jpg
Safety Vest,868,368,1175,717,pos_1931.jpg
Safety Vest,159,223,459,695,pos_1925.jpg
Safety Vest,1152,219,1278,716,pos_1925.jpg
Hard Hat,170,40,332,167,pos_708.jpg
Hard Hat,67,67,969,860,pos_287.jpg
Safety Vest,411,265,521,421,pos_1514.jpg
Safety Vest,681,270,715,313,pos_1514.jpg
Hard Hat,118,35,153,64,pos_1272.jpg
Hard Hat,172,48,189,63,pos_1272.jpg
Hard Hat,204,31,237,64,pos_1272.jpg
Hard Hat,177,23,253,97,pos_1266.jpg
Hard Hat,18,93,121,179,pos_1266.jpg
Safety Vest,0,0,482,718,pos_1500.jpg
Safety Vest,65,61,787,1237,pos_293.jpg
Safety Vest,221,229,725,714,pos_2009.jpg
Safety Vest,588,202,782,419,pos_2009.jpg
Safety Vest,771,265,989,613,pos_1528.jpg
Safety Vest,706,181,998,719,pos_2021.jpg
Safety Vest,274,173,393,334,pos_2035.jpg
Safety Vest,602,200,700,284,pos_2035.jpg
Safety Vest,42,65,325,536,pos_244.jpg
Safety Vest,470,0,1124,1070,pos_244.jpg
Safety Vest,53,7,178,199,pos_522.jpg
Safety Vest,163,18,248,194,pos_522.jpg
Safety Vest,11,0,353,404,pos_536.jpg
Safety Vest,259,36,694,404,pos_536.jpg
Hard Hat,37,27,430,302,pos_250.jpg
Safety Vest,64,125,431,591,pos_278.jpg
Hard Hat,167,46,209,77,pos_1299.jpg
Hard Hat,267,55,324,91,pos_1299.jpg
Safety Vest,746,56,810,158,pos_2169.jpg
Safety Vest,545,461,607,568,pos_1460.jpg
Hard Hat,577,420,618,442,pos_1460.jpg
Hard Hat,63,0,217,52,pos_1306.jpg
Safety Vest,69,4,531,576,pos_495.jpg
Safety Vest,40,3,860,896,pos_481.jpg
Hard Hat,119,14,195,108,pos_1312.jpg
Safety Vest,487,551,1235,719,pos_1474.jpg
Safety Vest,609,222,728,473,pos_2155.jpg
Safety Vest,185,328,460,691,pos_2141.jpg
Safety Vest,275,467,812,718,pos_1448.jpg
Hard Hat,0,1,426,252,pos_330.jpg
Safety Vest,178,101,929,1327,pos_456.jpg
Safety Vest,98,149,469,673,pos_442.jpg
Safety Vest,283,61,652,556,pos_442.jpg
Safety Vest,113,6,1169,1278,pos_324.jpg
Hard Hat,65,32,371,269,pos_318.jpg
Safety Vest,593,473,642,576,pos_2182.jpg
Safety Vest,657,466,810,576,pos_2182.jpg
Hard Hat,177,97,246,136,pos_697.jpg
Hard Hat,3,30,343,296,pos_1104.jpg
Hard Hat,374,188,432,229,pos_1104.jpg
Hard Hat,413,241,482,286,pos_1104.jpg
Hard Hat,399,280,479,330,pos_1104.jpg
Hard Hat,257,268,418,400,pos_1104.jpg
Safety Vest,0,344,497,449,pos_1104.jpg
Hard Hat,421,93,557,241,pos_1662.jpg
Hard Hat,120,232,234,311,pos_1662.jpg
Hard Hat,1221,207,1278,329,pos_1662.jpg
Safety Vest,119,333,296,573,pos_1662.jpg
Safety Vest,293,211,446,497,pos_1662.jpg
Safety Vest,1128,317,1278,631,pos_1662.jpg
Safety Vest,272,343,447,569,pos_1676.jpg
Safety Vest,665,246,817,404,pos_1676.jpg
Hard Hat,331,235,450,325,pos_1676.jpg
Hard Hat,765,157,853,231,pos_1676.jpg
Hard Hat,138,19,205,111,pos_1110.jpg
Hard Hat,243,1,319,103,pos_1110.jpg
Hard Hat,246,112,323,207,pos_1110.jpg
Hard Hat,245,222,332,303,pos_1110.jpg
Hard Hat,144,219,220,302,pos_1110.jpg
Hard Hat,137,117,211,209,pos_1110.jpg
Safety Vest,51,9,261,157,pos_683.jpg
Hard Hat,135,78,238,155,pos_1138.jpg
Hard Hat,255,32,344,116,pos_1138.jpg
Hard Hat,229,180,274,246,pos_873.jpg
Safety Vest,162,218,238,274,pos_873.jpg
Safety Vest,570,305,630,380,pos_1886.jpg
Safety Vest,643,316,700,393,pos_1886.jpg
Safety Vest,737,316,812,399,pos_1886.jpg
Safety Vest,845,341,895,420,pos_1886.jpg
Safety Vest,451,82,533,206,pos_1892.jpg
Safety Vest,403,73,448,198,pos_1892.jpg
Hard Hat,137,59,205,108,pos_867.jpg
Safety Vest,18,440,85,548,pos_654.jpg
Safety Vest,105,436,173,551,pos_654.jpg
Safety Vest,193,439,261,550,pos_654.jpg
Safety Vest,284,441,350,548,pos_654.jpg
Safety Vest,283,575,348,676,pos_654.jpg
Safety Vest,192,572,262,682,pos_654.jpg
Safety Vest,107,572,172,679,pos_654.jpg
Safety Vest,20,577,87,685,pos_654.jpg
Safety Vest,363,95,788,713,pos_654.jpg
Safety Vest,55,6,469,485,pos_132.jpg
Safety Vest,478,217,902,714,pos_1879.jpg
Safety Vest,47,3,317,354,pos_126.jpg
Safety Vest,11,5,465,492,pos_640.jpg
Hard Hat,123,66,229,138,pos_898.jpg
Hard Hat,321,31,404,109,pos_898.jpg
Safety Vest,61,32,295,289,pos_668.jpg
Safety Vest,793,140,1076,420,pos_1845.jpg
Hard Hat,852,24,970,120,pos_1845.jpg
Hard Hat,2,72,131,304,pos_1845.jpg
Safety Vest,0,302,149,715,pos_1845.jpg
Safety Vest,41,12,951,977,pos_13.jpg
Safety Vest,199,0,747,514,pos_1851.jpg
Hard Hat,927,37,1060,123,pos_1689.jpg
Safety Vest,881,186,1093,479,pos_1689.jpg
Safety Vest,805,0,1055,293,pos_1847.jpg
Safety Vest,0,0,392,354,pos_1853.jpg
Safety Vest,178,71,479,454,pos_118.jpg
Safety Vest,77,23,342,399,pos_11.jpg
Hard Hat,67,28,238,223,pos_130.jpg
Hard Hat,216,3,485,198,pos_130.jpg
Safety Vest,68,253,372,317,pos_130.jpg
Safety Vest,418,229,527,317,pos_130.jpg
Hard Hat,12,38,785,759,pos_39.jpg
Safety Vest,1,27,152,256,pos_656.jpg
Safety Vest,125,40,286,271,pos_656.jpg
Safety Vest,271,14,406,243,pos_656.jpg
Safety Vest,51,57,354,350,pos_642.jpg
Hard Hat,88,1,422,216,pos_124.jpg
Safety Vest,854,306,899,374,pos_1884.jpg
Safety Vest,768,300,822,362,pos_1884.jpg
Safety Vest,677,298,729,364,pos_1884.jpg
Safety Vest,599,287,656,353,pos_1884.jpg
Hard Hat,25,59,293,189,pos_871.jpg
Hard Hat,72,8,445,334,pos_865.jpg
Hard Hat,156,28,188,54,pos_865.jpg
Hard Hat,397,76,455,142,pos_865.jpg
Safety Vest,3,108,567,717,pos_1890.jpg
Safety Vest,956,231,1278,675,pos_1890.jpg
Safety Vest,797,441,912,608,pos_1648.jpg
Safety Vest,561,389,631,527,pos_1648.jpg
Hard Hat,806,384,869,417,pos_1648.jpg
Hard Hat,612,314,685,368,pos_1648.jpg
Hard Hat,154,0,387,120,pos_1648.jpg
Safety Vest,100,215,470,671,pos_1648.jpg
Safety Vest,450,105,529,181,pos_1660.jpg
Hard Hat,498,60,546,95,pos_1660.jpg
Hard Hat,239,0,300,28,pos_1660.jpg
Hard Hat,815,679,892,719,pos_1660.jpg
Hard Hat,231,0,420,111,pos_1106.jpg
Hard Hat,77,18,255,113,pos_695.jpg
Safety Vest,13,0,623,602,pos_681.jpg
Safety Vest,633,0,1239,592,pos_681.jpg
Hard Hat,302,4,417,128,pos_859.jpg
Hard Hat,247,26,341,76,pos_1112.jpg
Hard Hat,152,38,250,93,pos_1112.jpg
Hard Hat,351,20,621,180,pos_1674.jpg
Safety Vest,50,329,544,719,pos_1674.jpg
Safety Vest,141,81,878,920,pos_468.jpg
Safety Vest,873,446,1014,674,pos_2180.jpg
Safety Vest,665,447,837,579,pos_2180.jpg
Safety Vest,85,522,765,717,pos_1489.jpg
Safety Vest,907,413,1278,718,pos_1489.jpg
Safety Vest,4,27,496,773,pos_454.jpg
Safety Vest,457,102,795,706,pos_454.jpg
Hard Hat,51,127,747,652,pos_332.jpg
Safety Vest,5,1,479,597,pos_326.jpg
Safety Vest,271,42,1641,1960,pos_440.jpg
Hard Hat,61,0,337,108,pos_1338.jpg
Safety Vest,336,216,411,359,pos_2157.jpg
Safety Vest,0,280,74,717,pos_2143.jpg
Safety Vest,326,397,469,602,pos_2143.jpg
Safety Vest,144,27,853,956,pos_497.jpg
Hard Hat,98,3,146,44,pos_1304.jpg
Hard Hat,222,54,256,85,pos_1304.jpg
Safety Vest,549,315,657,468,pos_1462.jpg
Safety Vest,417,310,506,452,pos_1462.jpg
Safety Vest,413,319,755,717,pos_1476.jpg
Hard Hat,110,0,199,90,pos_1310.jpg
Hard Hat,21,101,590,494,pos_483.jpg
Hard Hat,30,45,255,201,pos_508.jpg
Safety Vest,104,65,2125,2203,pos_520.jpg
Safety Vest,23,4,446,580,pos_246.jpg
Hard Hat,111,89,1011,723,pos_252.jpg
Safety Vest,151,33,652,769,pos_534.jpg
Safety Vest,902,421,1278,717,pos_2023.jpg
Safety Vest,631,292,849,668,pos_2037.jpg
Hard Hat,163,5,213,41,pos_1258.jpg
Hard Hat,197,38,258,75,pos_1270.jpg
Safety Vest,510,305,538,371,pos_1516.jpg
Safety Vest,472,314,525,386,pos_1516.jpg
Safety Vest,234,113,1068,1271,pos_285.jpg
Hard Hat,137,26,496,450,pos_291.jpg
Hard Hat,0,372,648,673,pos_1502.jpg
Safety Vest,22,8,403,379,pos_1502.jpg
Hard Hat,108,2,200,88,pos_1264.jpg
Safety Vest,466,316,957,715,pos_1933.jpg
Hard Hat,402,89,497,239,pos_1099.jpg
Hard Hat,397,227,497,306,pos_1099.jpg
Hard Hat,248,209,389,296,pos_1099.jpg
Hard Hat,252,108,392,221,pos_1099.jpg
Hard Hat,130,115,262,213,pos_1099.jpg
Hard Hat,112,203,251,289,pos_1099.jpg
Hard Hat,5,205,141,276,pos_1099.jpg
Hard Hat,4,122,140,221,pos_1099.jpg
Safety Vest,650,434,1278,717,pos_1927.jpg
Hard Hat,294,42,327,65,pos_722.jpg
Safety Vest,271,73,380,195,pos_722.jpg
Hard Hat,70,1,308,141,pos_736.jpg
Safety Vest,440,120,618,283,pos_1728.jpg
Safety Vest,246,58,410,246,pos_1728.jpg
Hard Hat,65,22,405,330,pos_905.jpg
Hard Hat,27,193,162,289,pos_911.jpg
Safety Vest,469,352,558,487,pos_1714.jpg
Safety Vest,534,318,624,406,pos_1714.jpg
Hard Hat,31,0,377,286,pos_1072.jpg
Hard Hat,144,76,275,168,pos_939.jpg
Hard Hat,72,12,167,82,pos_1066.jpg
Hard Hat,980,292,1021,325,pos_1700.jpg
Hard Hat,848,355,882,378,pos_1700.jpg
Safety Vest,831,402,911,490,pos_1700.jpg
Safety Vest,982,334,1091,457,pos_1700.jpg
Hard Hat,180,189,275,237,pos_1067.jpg
Safety Vest,835,402,916,491,pos_1701.jpg
Safety Vest,974,338,1091,459,pos_1701.jpg
Hard Hat,854,357,885,379,pos_1701.jpg
Hard Hat,987,291,1027,326,pos_1701.jpg
Safety Vest,556,321,636,429,pos_1715.jpg
Safety Vest,462,281,552,413,pos_1715.jpg
Hard Hat,109,4,225,94,pos_938.jpg
Hard Hat,215,106,293,154,pos_1073.jpg
Hard Hat,114,215,141,244,pos_910.jpg
Hard Hat,19,206,52,233,pos_910.jpg
Safety Vest,0,241,14,320,pos_910.jpg
Safety Vest,1,239,63,325,pos_910.jpg
Safety Vest,98,253,162,335,pos_910.jpg
Hard Hat,360,126,407,167,pos_1729.jpg
Hard Hat,34,69,365,335,pos_904.jpg
Hard Hat,253,70,380,228,pos_737.jpg
Hard Hat,220,107,292,231,pos_737.jpg
Hard Hat,128,139,208,276,pos_737.jpg
Hard Hat,172,123,266,269,pos_737.jpg
Hard Hat,197,125,236,147,pos_723.jpg
Hard Hat,162,153,195,173,pos_723.jpg
Hard Hat,235,144,268,160,pos_723.jpg
Hard Hat,265,151,305,171,pos_723.jpg
Hard Hat,334,62,402,113,pos_723.jpg
Hard Hat,388,118,433,156,pos_723.jpg
Hard Hat,71,78,279,196,pos_1098.jpg
Safety Vest,0,262,442,715,pos_1926.jpg
Safety Vest,183,347,726,717,pos_1932.jpg
Safety Vest,581,92,1275,713,pos_1503.jpg
Safety Vest,16,69,373,581,pos_290.jpg
Hard Hat,10,29,129,150,pos_1265.jpg
Hard Hat,82,43,105,58,pos_1271.jpg
Hard Hat,129,48,154,67,pos_1271.jpg
Hard Hat,185,43,208,67,pos_1271.jpg
Hard Hat,0,84,663,572,pos_284.jpg
Safety Vest,0,35,1278,718,pos_1517.jpg
Safety Vest,221,303,1007,718,pos_2036.jpg
Hard Hat,186,17,286,89,pos_1259.jpg
Safety Vest,835,212,1129,569,pos_2022.jpg
Safety Vest,196,115,998,1201,pos_253.jpg
Hard Hat,13,138,252,372,pos_535.jpg
Hard Hat,260,126,489,291,pos_535.jpg
Safety Vest,11,123,129,271,pos_521.jpg
Safety Vest,137,54,367,355,pos_521.jpg
Hard Hat,66,43,526,327,pos_247.jpg
Safety Vest,3,0,341,348,pos_509.jpg
Safety Vest,0,545,868,719,pos_1477.jpg
Safety Vest,28,60,588,537,pos_482.jpg
Hard Hat,169,0,244,70,pos_1311.jpg
Hard Hat,116,26,173,90,pos_1305.jpg
Hard Hat,20,3,273,229,pos_496.jpg
Safety Vest,519,1,1279,719,pos_1463.jpg
Safety Vest,330,405,493,636,pos_2142.jpg
Hard Hat,87,40,183,105,pos_1339.jpg
Hard Hat,324,2,405,63,pos_1339.jpg
Hard Hat,467,18,580,92,pos_1339.jpg
Safety Vest,601,303,720,565,pos_2156.jpg
Hard Hat,11,58,393,270,pos_327.jpg
Hard Hat,1,297,93,391,pos_327.jpg
Hard Hat,47,298,137,388,pos_327.jpg
Hard Hat,93,300,190,386,pos_327.jpg
Hard Hat,143,303,241,386,pos_327.jpg
Hard Hat,196,306,296,386,pos_327.jpg
Hard Hat,250,306,398,384,pos_327.jpg
Hard Hat,232,292,3307,2201,pos_441.jpg
Safety Vest,130,67,333,395,pos_455.jpg
Safety Vest,14,0,329,526,pos_333.jpg
Safety Vest,141,26,504,570,pos_333.jpg
Safety Vest,255,96,619,628,pos_333.jpg
Safety Vest,81,533,761,716,pos_1488.jpg
Safety Vest,906,415,1277,717,pos_1488.jpg
Safety Vest,743,479,896,707,pos_2181.jpg
Safety Vest,223,28,806,907,pos_469.jpg
Hard Hat,403,76,438,106,pos_1113.jpg
Hard Hat,346,67,379,98,pos_1113.jpg
Hard Hat,317,84,350,108,pos_1113.jpg
Hard Hat,287,86,315,107,pos_1113.jpg
Hard Hat,257,76,284,103,pos_1113.jpg
Hard Hat,233,60,266,83,pos_1113.jpg
Hard Hat,198,136,228,165,pos_1113.jpg
Hard Hat,189,85,218,112,pos_1113.jpg
Hard Hat,152,70,176,85,pos_1113.jpg
Hard Hat,157,170,188,199,pos_1113.jpg
Hard Hat,116,159,147,179,pos_1113.jpg
Hard Hat,91,93,121,116,pos_1113.jpg
Hard Hat,90,180,121,211,pos_1113.jpg
Hard Hat,43,101,71,122,pos_1113.jpg
Hard Hat,6,49,342,320,pos_858.jpg
Safety Vest,74,19,417,490,pos_680.jpg
Safety Vest,175,224,344,442,pos_1675.jpg
Hard Hat,247,106,357,173,pos_1675.jpg
Hard Hat,370,171,543,294,pos_1675.jpg
Hard Hat,1025,59,1199,167,pos_1675.jpg
Safety Vest,326,340,559,710,pos_1675.jpg
Safety Vest,912,239,1090,534,pos_1675.jpg
Hard Hat,727,109,1276,674,pos_1661.jpg
Hard Hat,207,64,321,133,pos_694.jpg
Hard Hat,35,0,291,126,pos_1107.jpg
Hard Hat,292,66,426,141,pos_1107.jpg
Hard Hat,212,87,316,154,pos_864.jpg
Safety Vest,609,341,1251,718,pos_1649.jpg
Hard Hat,739,0,1113,204,pos_1649.jpg
Safety Vest,859,158,904,224,pos_1891.jpg
Safety Vest,539,298,606,370,pos_1885.jpg
Safety Vest,624,309,675,375,pos_1885.jpg
Safety Vest,718,308,788,380,pos_1885.jpg
Safety Vest,811,318,855,392,pos_1885.jpg
Hard Hat,107,131,218,191,pos_870.jpg
Hard Hat,191,24,342,82,pos_870.jpg
Safety Vest,84,218,247,373,pos_870.jpg
Safety Vest,249,149,438,373,pos_870.jpg
